"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","SEX","Display Value","Numeric","Low","High","Comments"
"WHOSIS_000001","PUBLISHED","1990","WPR","WB_HI","KOR","MLE","68","68.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","WPR","WB_HI","KOR","BTSX","76","76.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","WPR","WB_HI","KOR","MLE","15","15.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","EMR","WB_HI","KWT","BTSX","73","73.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","EMR","WB_HI","KWT","FMLE","18","18.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","EMR","WB_HI","KWT","BTSX","18","18.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","EMR","WB_HI","KWT","BTSX","21","21.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","WB_HI","LUX","FMLE","24","24.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","EUR","WB_HI","LUX","BTSX","20","20.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","WB_HI","MCO","FMLE","27","27.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","MLT","BTSX","81","81.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","EUR","WB_HI","MLT","MLE","22","22.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","NLD","MLE","74","74.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","NLD","BTSX","78","78.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","EUR","WB_HI","NLD","MLE","18","18.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","WB_HI","NLD","BTSX","22","22.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","EUR","WB_HI","NLD","BTSX","24","24.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","WB_HI","NOR","FMLE","24","24.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","EUR","WB_HI","NOR","FMLE","25","25.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","WPR","WB_HI","NRU","FMLE","23","23.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","WPR","WB_HI","NZL","MLE","73","73.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","WPR","WB_HI","NZL","MLE","76","76.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","WPR","WB_HI","NZL","FMLE","78","78.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","WPR","WB_HI","NZL","BTSX","25","25.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","EMR","WB_HI","OMN","BTSX","72","72.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","EMR","WB_HI","OMN","BTSX","17","17.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","EMR","WB_HI","OMN","BTSX","18","18.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","PRT","FMLE","80","80.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","EMR","WB_HI","QAT","MLE","79","79.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","EMR","WB_HI","QAT","FMLE","76","76.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","EMR","WB_HI","QAT","MLE","22","22.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","EMR","WB_HI","QAT","FMLE","20","20.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","EMR","WB_HI","SAU","MLE","71","71.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","EMR","WB_HI","SAU","MLE","18","18.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","WPR","WB_HI","SGP","MLE","73","73.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","WPR","WB_HI","SGP","MLE","80","80.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","WPR","WB_HI","SGP","MLE","20","20.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","WPR","WB_HI","SGP","BTSX","22","22.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","SMR","FMLE","84","84.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","SMR","BTSX","79","79.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","SMR","BTSX","82","82.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","EUR","WB_HI","SMR","BTSX","23","23.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","WB_HI","SMR","BTSX","24","24.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","EUR","WB_HI","SVK","FMLE","23","23.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","SVN","MLE","72","72.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","SVN","MLE","77","77.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","SVN","FMLE","80","80.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","EUR","WB_HI","SVN","MLE","21","21.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","WB_HI","SVN","FMLE","23","23.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","SWE","BTSX","82","82.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","EUR","WB_HI","SWE","BTSX","24","24.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","AMR","WB_HI","TTO","BTSX","68","68.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","AMR","WB_HI","TTO","BTSX","17","17.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","AMR","WB_HI","TTO","BTSX","18","18.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","AMR","WB_HI","USA","FMLE","23","23.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","AMR","WB_HI","USA","FMLE","24","24.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","AMR","WB_HI","USA","BTSX","21","21.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","EMR","WB_LI","AFG","MLE","49","49.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","EMR","WB_LI","AFG","MLE","58","58.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","EMR","WB_LI","AFG","MLE","14","14.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","AFR","WB_LI","BDI","MLE","14","14.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","AFR","WB_LI","BDI","BTSX","15","15.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","BEN","FMLE","56","56.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","BEN","FMLE","60","60.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","WB_LI","BEN","FMLE","15","15.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","AFR","WB_LI","BEN","BTSX","15","15.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","WB_LI","BEN","BTSX","15","15.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","AFR","WB_LI","BFA","FMLE","15","15.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","WB_LI","BFA","FMLE","15","15.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","SEAR","WB_LI","BGD","FMLE","59","59.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","SEAR","WB_LI","BGD","MLE","17","17.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","SEAR","WB_LI","BGD","MLE","18","18.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","SEAR","WB_LI","BGD","BTSX","18","18.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","CAF","BTSX","51","51.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","AFR","WB_LI","CAF","MLE","14","14.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","COD","FMLE","53","53.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","AFR","WB_LI","COD","FMLE","16","16.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","AFR","WB_LI","COD","BTSX","15","15.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","COM","BTSX","56","56.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","AFR","WB_LI","COM","FMLE","17","17.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","AFR","WB_LI","COM","BTSX","15","15.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","ERI","MLE","39","39.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","ERI","FMLE","50","50.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","AFR","WB_LI","ERI","FMLE","13","13.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","ETH","MLE","50","50.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","AFR","WB_LI","ETH","MLE","14","14.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","AFR","WB_LI","ETH","MLE","17","17.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","WB_LI","ETH","BTSX","16","16.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","AFR","WB_LI","ETH","BTSX","18","18.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","GHA","MLE","55","55.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","GHA","BTSX","57","57.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","GHA","BTSX","62","62.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","AFR","WB_LI","GHA","BTSX","16","16.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","WB_LI","GHA","BTSX","17","17.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","GIN","FMLE","52","52.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","GIN","BTSX","47","47.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","GIN","BTSX","51","51.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","AFR","WB_LI","GIN","FMLE","17","17.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","GNB","FMLE","52","52.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","GNB","BTSX","54","54.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","AFR","WB_LI","GNB","MLE","14","14.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","AFR","WB_LI","GNB","MLE","14","14.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","WB_LI","HTI","MLE","55","55.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","WB_LI","HTI","BTSX","56","56.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","AMR","WB_LI","HTI","BTSX","15","15.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","KEN","BTSX","52","52.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","WB_LI","KEN","FMLE","18","18.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","AFR","WB_LI","KEN","BTSX","17","17.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","EUR","WB_LI","KGZ","FMLE","69","69.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","EUR","WB_LI","KGZ","FMLE","19","19.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","EUR","WB_LI","KGZ","FMLE","19","19.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","WPR","WB_LI","KHM","MLE","19","19.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","WPR","WB_LI","KHM","FMLE","18","18.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","WPR","WB_LI","LAO","MLE","51","51.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","WPR","WB_LI","LAO","BTSX","66","66.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","WPR","WB_LI","LAO","MLE","14","14.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","WPR","WB_LI","LAO","BTSX","16","16.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","WPR","WB_LI","LAO","BTSX","17","17.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","WB_LI","MDG","FMLE","16","16.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","MLI","MLE","57","57.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","MLI","FMLE","46","46.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","SEAR","WB_LI","MMR","MLE","15","15.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","SEAR","WB_LI","MMR","MLE","16","16.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","MOZ","BTSX","53","53.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","AFR","WB_LI","MOZ","BTSX","14","14.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","WB_LI","MRT","FMLE","17","17.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","MWI","MLE","58","58.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","MWI","FMLE","60","60.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","WB_LI","MWI","MLE","15","15.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","NER","MLE","50","50.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","NER","MLE","59","59.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","NER","FMLE","43","43.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","WB_LI","NER","MLE","15","15.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","WPR","WB_LI","NIU","BTSX","71","71.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","WPR","WB_LI","NIU","MLE","16","16.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","SEAR","WB_LI","NPL","FMLE","63","63.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","SEAR","WB_LI","NPL","FMLE","69","69.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","SEAR","WB_LI","NPL","BTSX","54","54.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","SEAR","WB_LI","NPL","BTSX","16","16.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","SEAR","WB_LI","PRK","FMLE","20","20.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","RWA","MLE","63","63.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","RWA","FMLE","50","50.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","SEN","MLE","56","56.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","AFR","WB_LI","SEN","MLE","15","15.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","WB_LI","SEN","BTSX","16","16.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","AFR","WB_LI","TCD","MLE","14","14.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","TGO","MLE","54","54.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","AFR","WB_LI","TGO","FMLE","17","17.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","WB_LI","TGO","BTSX","16","16.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","WB_LI","TJK","BTSX","64","64.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","EUR","WB_LI","TJK","FMLE","18","18.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","EUR","WB_LI","TJK","FMLE","17","17.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","TZA","FMLE","52","52.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","TZA","FMLE","51","51.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","TZA","FMLE","63","63.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","AFR","WB_LI","TZA","MLE","17","17.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","AFR","WB_LI","TZA","FMLE","16","16.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","UGA","MLE","56","56.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","UGA","FMLE","49","49.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","AFR","WB_LI","UGA","BTSX","57","57.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","AFR","WB_LI","UGA","MLE","16","16.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","WB_LI","UZB","MLE","63","63.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","EUR","WB_LI","UZB","BTSX","67","67.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","WB_LI","UZB","BTSX","66","66.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","EUR","WB_LI","UZB","MLE","16","16.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","WPR","WB_LI","VNM","FMLE","80","80.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","WPR","WB_LI","VNM","BTSX","70","70.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","WPR","WB_LI","VNM","FMLE","25","25.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","EMR","WB_LI","YEM","FMLE","65","65.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","EMR","WB_LI","YEM","MLE","15","15.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","AFR","WB_LI","ZMB","MLE","40","40.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","ZMB","MLE","40","40.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","ZMB","FMLE","43","43.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","AFR","WB_LI","ZMB","MLE","14","14.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","WB_LI","ZWE","MLE","42","42.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","WB_LI","ZWE","BTSX","16","16.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","AFR","WB_LMI","AGO","FMLE","45","45.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","WB_LMI","AGO","FMLE","47","47.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","AFR","WB_LMI","AGO","FMLE","52","52.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","WB_LMI","ALB","MLE","68","68.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","EUR","WB_LMI","ARM","MLE","63","63.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","WB_LMI","ARM","BTSX","71","71.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","EUR","WB_LMI","ARM","MLE","14","14.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","EUR","WB_LMI","ARM","MLE","15","15.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","WB_LMI","ARM","BTSX","18","18.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","EUR","WB_LMI","AZE","FMLE","75","75.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","WB_LMI","AZE","BTSX","66","66.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","EUR","WB_LMI","AZE","MLE","15","15.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","AMR","WB_LMI","BLZ","BTSX","71","71.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","SEAR","WB_LMI","BTN","MLE","60","60.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","SEAR","WB_LMI","BTN","BTSX","68","68.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","SEAR","WB_LMI","BTN","BTSX","17","17.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","SEAR","WB_LMI","BTN","BTSX","19","19.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","WPR","WB_LMI","CHN","MLE","67","67.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","WPR","WB_LMI","CHN","MLE","70","70.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","WPR","WB_LMI","CHN","BTSX","69","69.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","WPR","WB_LMI","CHN","MLE","16","16.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","WPR","WB_LMI","CHN","BTSX","18","18.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","WPR","WB_LMI","CHN","BTSX","19","19.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","WB_LMI","CIV","FMLE","16","16.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","AFR","WB_LMI","CIV","FMLE","16","16.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","AFR","WB_LMI","CMR","FMLE","57","57.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","WB_LMI","CMR","FMLE","16","16.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","AFR","WB_LMI","COG","MLE","55","55.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","AFR","WB_LMI","COG","FMLE","58","58.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","AFR","WB_LMI","COG","MLE","17","17.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","AFR","WB_LMI","COG","FMLE","17","17.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","AFR","WB_LMI","COG","BTSX","17","17.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","AFR","WB_LMI","CPV","MLE","63","63.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","WB_LMI","CPV","MLE","66","66.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","AFR","WB_LMI","CPV","BTSX","17","17.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","AFR","WB_LMI","CPV","BTSX","20","20.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","EMR","WB_LMI","DJI","FMLE","16","16.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","EMR","WB_LMI","DJI","BTSX","15","15.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","EMR","WB_LMI","DJI","BTSX","16","16.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","AMR","WB_LMI","ECU","FMLE","72","72.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","WB_LMI","ECU","FMLE","76","76.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","AMR","WB_LMI","ECU","FMLE","23","23.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","EMR","WB_LMI","EGY","FMLE","67","67.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","EMR","WB_LMI","EGY","MLE","16","16.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","EMR","WB_LMI","EGY","FMLE","18","18.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","WPR","WB_LMI","FSM","BTSX","69","69.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","WPR","WB_LMI","FSM","MLE","16","16.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","WPR","WB_LMI","FSM","BTSX","17","17.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","EUR","WB_LMI","GEO","FMLE","78","78.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","EUR","WB_LMI","GEO","BTSX","71","71.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","WB_LMI","GEO","BTSX","72","72.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","EUR","WB_LMI","GEO","FMLE","22","22.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","WB_LMI","GEO","BTSX","19","19.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","EUR","WB_LMI","GEO","BTSX","20","20.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","AMR","WB_LMI","GTM","FMLE","65","65.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","AMR","WB_LMI","GTM","FMLE","75","75.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","WB_LMI","GTM","BTSX","68","68.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","AMR","WB_LMI","GUY","MLE","60","60.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","AMR","WB_LMI","GUY","MLE","16","16.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","AMR","WB_LMI","GUY","FMLE","18","18.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","AMR","WB_LMI","HND","FMLE","69","69.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","AMR","WB_LMI","HND","MLE","18","18.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","AMR","WB_LMI","HND","MLE","19","19.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","AMR","WB_LMI","HND","BTSX","21","21.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","SEAR","WB_LMI","IDN","BTSX","62","62.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","SEAR","WB_LMI","IDN","BTSX","71","71.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","SEAR","WB_LMI","IDN","MLE","15","15.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","SEAR","WB_LMI","IDN","FMLE","19","19.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","SEAR","WB_LMI","IND","FMLE","63","63.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","SEAR","WB_LMI","IND","FMLE","68","68.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","SEAR","WB_LMI","IND","BTSX","62","62.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","SEAR","WB_LMI","IND","FMLE","17","17.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","SEAR","WB_LMI","IND","BTSX","15","15.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","SEAR","WB_LMI","IND","BTSX","16","16.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","EMR","WB_LMI","IRN","FMLE","18","18.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","EMR","WB_LMI","IRN","FMLE","20","20.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","EMR","WB_LMI","IRQ","MLE","67","67.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","EMR","WB_LMI","IRQ","MLE","17","17.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","EMR","WB_LMI","IRQ","BTSX","18","18.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","EMR","WB_LMI","JOR","MLE","70","70.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","EMR","WB_LMI","JOR","BTSX","72","72.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","EMR","WB_LMI","JOR","MLE","17","17.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","WPR","WB_LMI","KIR","FMLE","69","69.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","WPR","WB_LMI","KIR","FMLE","18","18.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","WPR","WB_LMI","KIR","BTSX","16","16.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","SEAR","WB_LMI","LKA","FMLE","75","75.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","SEAR","WB_LMI","LKA","FMLE","21","21.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","SEAR","WB_LMI","LKA","FMLE","20","20.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","SEAR","WB_LMI","LKA","FMLE","22","22.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","WB_LMI","LSO","MLE","47","47.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","WB_LMI","LSO","FMLE","49","49.00000","","",""
