"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","Display Value","Numeric","Low","High","Comments"
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","AFR","Africa","","MLI","Mali","","1640 [413 - 6466]","1640.00000","413.00000","6466.00000",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EUR","Europe","","MLT","Malta","","12","12.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","MHL","Marshall Islands","","2","2.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","AFR","Africa","","MRT","Mauritania","","430 [94 - 1879]","430.00000","94.00000","1879.00000",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","AFR","Africa","","MUS","Mauritius","","33","33.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","AMR","Americas","","MEX","Mexico","","26597","26597.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","FSM","Micronesia (Federated States of)","","5","5.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EUR","Europe","","MCO","Monaco","","0","0.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","MNG","Mongolia","","283","283.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EUR","Europe","","MNE","Montenegro","","17 [13 - 22]","17.00000","13.00000","22.00000",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","MAR","Morocco","","810","810.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","AFR","Africa","","MOZ","Mozambique","","852","852.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","MMR","Myanmar","","2198 [505 - 8815]","2198.00000","505.00000","8815.00000",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","AFR","Africa","","NAM","Namibia","","446","446.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","NRU","Nauru","","0","0.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","NPL","Nepal","","905","905.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EUR","Europe","","NLD","Netherlands","","152","152.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","NZL","New Zealand","","53","53.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","AMR","Americas","","NIC","Nicaragua","","776","776.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","AFR","Africa","","NER","Niger","","1760 [383 - 6929]","1760.00000","383.00000","6929.00000",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","AFR","Africa","","NGA","Nigeria","","17059 [4158 - 66312]","17059.00000","4158.00000","66312.00000",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","NIU","Niue","","0","0.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EUR","Europe","","NOR","Norway","","31","31.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","OMN","Oman","","159 [27 - 1137]","159.00000","27.00000","1137.00000",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","PAK","Pakistan","","15923","15923.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","PLW","Palau","","1","1.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","AMR","Americas","","PAN","Panama","","734","734.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","PNG","Papua New Guinea","","774","774.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","AMR","Americas","","PRY","Paraguay","","649","649.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","AMR","Americas","","PER","Peru","","3295","3295.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","PHL","Philippines","","12029 [10713 - 13329]","12029.00000","10713.00000","13329.00000",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EUR","Europe","","POL","Poland","","418","418.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EUR","Europe","","PRT","Portugal","","150","150.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","QAT","Qatar","","146 [24 - 1037]","146.00000","24.00000","1037.00000",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","KOR","Republic of Korea","","993","993.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EUR","Europe","","MDA","Republic of Moldova","","265","265.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EUR","Europe","","ROU","Romania","","457","457.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EUR","Europe","","RUS","Russian Federation","","18780","18780.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","AFR","Africa","","RWA","Rwanda","","665 [154 - 2726]","665.00000","154.00000","2726.00000",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","AMR","Americas","","KNA","Saint Kitts and Nevis","","7","7.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","AMR","Americas","","LCA","Saint Lucia","","28","28.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","AMR","Americas","","VCT","Saint Vincent and the Grenadines","","15","15.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","WSM","Samoa","","7","7.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EUR","Europe","","SMR","San Marino","","0","0.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","AFR","Africa","","STP","Sao Tome and Principe","","14","14.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","SAU","Saudi Arabia","","1829 [405 - 8559]","1829.00000","405.00000","8559.00000",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","AFR","Africa","","SEN","Senegal","","1087 [266 - 4449]","1087.00000","266.00000","4449.00000",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EUR","Europe","","SRB","Serbia","","154","154.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","AFR","Africa","","SYC","Seychelles","","9","9.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","AFR","Africa","","SLE","Sierra Leone","","774 [174 - 3331]","774.00000","174.00000","3331.00000",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","SGP","Singapore","","33","33.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EUR","Europe","","SVK","Slovakia","","75","75.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EUR","Europe","","SVN","Slovenia","","14","14.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","SLB","Solomon Islands","","27 [6 - 112]","27.00000","6.00000","112.00000",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","SOM","Somalia","","560 [130 - 2370]","560.00000","130.00000","2370.00000",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","AFR","Africa","","ZAF","South Africa","","18698","18698.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","AFR","Africa","","SSD","South Sudan","","524 [117 - 2257]","524.00000","117.00000","2257.00000",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EUR","Europe","","ESP","Spain","","364","364.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","LKA","Sri Lanka","","795","795.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","SDN","Sudan","","2435 [585 - 9560]","2435.00000","585.00000","9560.00000",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","AMR","Americas","","SUR","Suriname","","50","50.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","AFR","Africa","","SWZ","Swaziland","","239","239.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EUR","Europe","","SWE","Sweden","","72","72.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EUR","Europe","","CHE","Switzerland","","46","46.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","SYR","Syrian Arab Republic","","544","544.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EUR","Europe","","TJK","Tajikistan","","145","145.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","THA","Thailand","","3704","3704.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EUR","Europe","","MKD","The former Yugoslav republic of Macedonia","","37","37.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","TLS","Timor-Leste","","54 [13 - 219]","54.00000","13.00000","219.00000",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","AFR","Africa","","TGO","Togo","","618 [152 - 2392]","618.00000","152.00000","2392.00000",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","TON","Tonga","","5","5.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","AMR","Americas","","TTO","Trinidad and Tobago","","472","472.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","TUN","Tunisia","","199 [47 - 853]","199.00000","47.00000","853.00000",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EUR","Europe","","TUR","Turkey","","2020","2020.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EUR","Europe","","TKM","Turkmenistan","","223 [54 - 901]","223.00000","54.00000","901.00000",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","TUV","Tuvalu","","0","0.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","AFR","Africa","","UGA","Uganda","","4358","4358.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EUR","Europe","","UKR","Ukraine","","2381","2381.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","ARE","United Arab Emirates","","375 [62 - 2755]","375.00000","62.00000","2755.00000",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EUR","Europe","","GBR","United Kingdom of Great Britain and Northern Ireland","","922","922.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","AFR","Africa","","TZA","United Republic of Tanzania","","3831 [905 - 16023]","3831.00000","905.00000","16023.00000",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","AMR","Americas","","USA","United States of America","","17293","17293.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","AMR","Americas","","URY","Uruguay","","267","267.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EUR","Europe","","UZB","Uzbekistan","","920 [767 - 1066]","920.00000","767.00000","1066.00000",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","VUT","Vanuatu","","7","7.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","AMR","Americas","","VEN","Venezuela (Bolivarian Republic of)","","17259","17259.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","VNM","Viet Nam","","3605 [830 - 14008]","3605.00000","830.00000","14008.00000",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","YEM","Yemen","","1300","1300.00000","","",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","AFR","Africa","","ZMB","Zambia","","1476 [372 - 5968]","1476.00000","372.00000","5968.00000",""
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4464","PUBLISHED","Published","","2012","2012","","AFR","Africa","","ZWE","Zimbabwe","","2066 [521 - 8051]","2066.00000","521.00000","8051.00000",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","LUX","Luxembourg","","0.2","0.20000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","JPN","Japan","","0.4","0.40000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","ISL","Iceland","","0.6","0.60000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","NOR","Norway","","0.6","0.60000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","SGP","Singapore","","0.6","0.60000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","CHE","Switzerland","","0.6","0.60000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","SMR","San Marino","","0.7","0.70000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","SVN","Slovenia","","0.7","0.70000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","AND","Andorra","","0.8","0.80000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","DEU","Germany","","0.8","0.80000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","ESP","Spain","","0.8","0.80000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","SWE","Sweden","","0.8","0.80000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","AUT","Austria","","0.9","0.90000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","CZE","Czech Republic","","0.9","0.90000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","DNK","Denmark","","0.9","0.90000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","ITA","Italy","","0.9","0.90000","","",""
