"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Cyprus","CYP","Rural population (% of total population)","SP.RUR.TOTL.ZS","64.372","63.825","63.326","62.824","62.319","61.812","61.302","60.79","60.274","59.758","59.239","58.717","58.193","57.243","54.993","52.723","50.437","48.157","45.881","43.622","41.386","39.191","37.036","36.178","35.748","35.322","34.898","34.476","34.055","33.639","33.224","32.812","32.402","32.208","32.085","31.962","31.839","31.717","31.595","31.473","31.352","31.231","31.306","31.447","31.59","31.732","31.875","32.018","32.161","32.305","32.449","32.594","32.739","32.867","",
"Czech Republic","CZE","Rural population (% of total population)","SP.RUR.TOTL.ZS","40.452","39.937","39.445","38.956","38.468","37.984","37.502","37.022","36.544","36.07","35.598","34.705","33.516","32.351","31.206","30.083","28.982","27.908","26.858","25.833","24.833","24.519","24.548","24.577","24.606","24.635","24.664","24.693","24.722","24.751","24.78","24.842","24.97","25.099","25.228","25.357","25.487","25.618","25.749","25.88","26.012","26.123","26.191","26.26","26.329","26.398","26.467","26.537","26.606","26.676","26.745","26.815","26.885","26.94","",
"Germany","DEU","Rural population (% of total population)","SP.RUR.TOTL.ZS","28.616","28.303","28.238","28.174","28.109","28.045","27.981","27.917","27.853","27.789","27.726","27.668","27.611","27.554","27.497","27.44","27.383","27.326","27.27","27.213","27.156","27.011","26.893","26.897","27.057","27.289","27.383","27.795","27.001","27.024","26.882","26.731","26.64","26.619","26.657","26.714","26.768","26.83","26.896","26.936","26.933","26.887","26.826","26.767","26.711","26.645","26.506","26.305","26.105","25.907","25.709","25.512","25.312","25.11","",
"Djibouti","DJI","Rural population (% of total population)","SP.RUR.TOTL.ZS","49.675","48.552","47.381","46.213","45.048","43.891","42.74","41.596","40.46","39.336","38.223","37.122","36.032","34.96","33.901","32.858","31.83","30.822","29.831","28.859","27.904","26.972","26.058","25.496","25.285","25.075","24.866","24.659","24.452","24.247","24.043","23.886","23.839","23.793","23.746","23.7","23.653","23.607","23.561","23.515","23.468","23.422","23.376","23.33","23.284","23.239","23.193","23.147","23.101","23.056","23.004","22.947","22.883","22.814","",
"Dominica","DMA","Rural population (% of total population)","SP.RUR.TOTL.ZS","62.154","62.088","62.021","61.954","61.887","61.82","61.753","61.686","61.619","61.552","61.317","60.53","59.736","58.939","58.136","57.329","56.516","55.703","54.885","54.065","53.241","52.207","50.476","48.743","47.01","45.29","43.578","41.882","40.202","38.55","36.921","35.518","35.431","35.344","35.256","35.169","35.082","34.995","34.908","34.821","34.735","34.618","34.311","34.006","33.701","33.399","33.097","32.797","32.498","32.201","31.906","31.611","31.319","31.03","",
"Denmark","DNK","Rural population (% of total population)","SP.RUR.TOTL.ZS","26.313","25.583","24.907","24.243","23.591","22.952","22.381","21.837","21.302","20.778","20.263","19.761","19.269","18.789","18.317","17.854","17.4","17.114","16.831","16.552","16.277","16.085","15.975","15.866","15.757","15.649","15.542","15.435","15.329","15.223","15.157","15.129","15.102","15.075","15.048","15.021","14.994","14.967","14.94","14.914","14.9","14.85","14.75","14.64","14.434","14.144","13.902","13.707","13.513","13.346","13.205","13.043","12.858","12.676","",
"Dominican Republic","DOM","Rural population (% of total population)","SP.RUR.TOTL.ZS","69.771","68.859","67.906","66.939","65.956","64.961","63.952","62.931","61.896","60.853","59.791","58.709","57.618","56.522","55.418","54.309","53.193","52.078","50.959","49.84","48.719","47.602","46.95","46.677","46.404","46.132","45.86","45.588","45.316","45.045","44.774","44.503","44.233","43.963","43.249","42.404","41.563","40.728","39.898","39.074","38.254","37.444","36.639","35.404","34.005","32.636","31.295","29.984","28.703","27.459","26.248","25.071","23.961","22.918","",
"Algeria","DZA","Rural population (% of total population)","SP.RUR.TOTL.ZS","69.49","68.203","66.786","65.338","63.859","62.357","61.16","60.996","60.831","60.666","60.5","60.335","60.169","60.003","59.837","59.67","59.503","59.072","58.206","57.335","56.458","55.58","54.697","53.811","52.921","52.032","51.14","50.278","49.489","48.702","47.915","47.129","46.343","45.561","44.781","44.003","43.226","42.456","41.687","40.882","40.081","39.288","38.499","37.716","36.939","36.17","35.407","34.652","33.903","33.178","32.474","31.791","31.13","30.49","",
"East Asia & Pacific (developing only)","EAP","Rural population (% of total population)","SP.RUR.TOTL.ZS","83.084762519285","82.6112006248843","82.1389857862514","81.6652038678028","81.1828820015588","81.2526645937242","81.2920556926719","81.2917475785044","81.2773774833081","81.2533693160241","81.2239890218088","81.1909277195962","81.1366398122533","80.9953248231566","80.7765103476021","80.7262269732614","80.5630491967308","80.3953390321187","79.9921939800848","79.3436390539267","78.6597293949688","77.9446438916829","77.2187983363699","76.5918229153823","75.9491403272975","75.2955752359865","74.6310447270947","73.9547490967662","73.2651142743163","72.5619333135918","71.8442611141039","71.067053118746","70.2641552200807","69.4472867699763","68.6159999769171","67.7723303590184","66.9133653047374","66.0452030338658","65.1638721596984","64.2708346745644","63.3533451050328","62.3272694100782","61.2198705279366","60.1001660497857","58.9694420872766","57.8330851566869","56.7195406452073","55.6175983075601","54.5108445479187","53.4059574020267","52.3002013408867","51.1982305156694","50.1217213281586","49.0744739806715","",
"East Asia & Pacific (all income levels)","EAS","Rural population (% of total population)","SP.RUR.TOTL.ZS","77.5355781956154","76.8834200139187","76.3531183655028","75.8848748311813","75.4062367664137","75.410181134235","75.4166382360798","75.3714146896864","75.3340825801855","75.2282298417935","75.154558450758","75.0735552927607","74.9751162721287","74.8179463326696","74.5385691658678","74.4144757420799","74.2562666625576","74.0895582102345","73.7156289475824","73.1205185597428","72.4969863680377","71.8403057171769","71.1837162476213","70.6188871756499","70.0397882211336","69.4566054576163","68.8564526330681","68.2435881373199","67.6247532146553","66.9917661849643","66.3465770131887","65.6543131641687","64.942987369429","64.2156785098946","63.4690482302231","62.7079151654825","61.9367568926741","61.1685314574627","60.3882713265124","59.5978210559185","58.7796402460912","57.7816667203993","56.6922385042785","55.6018705130481","54.5084280632828","53.4169424819635","52.3603369134239","51.3233643029224","50.278443442236","49.2443622820573","48.213957373554","47.1802072948509","46.1841955334222","45.2189859893549","",
"Europe & Central Asia (developing only)","ECA","Rural population (% of total population)","SP.RUR.TOTL.ZS","60.8537818979791","60.1907731025202","59.528123748791","58.8655489067245","58.2020704202746","57.5143082882277","56.821761387049","56.1462018148953","55.4695280054363","54.7930555208534","54.1254616121419","53.5064341185326","52.9207005484958","52.3386256444437","51.7600774986118","51.2183365148597","50.7133079269446","50.2183052054371","49.7169677381791","49.2463117357025","48.8169197977306","48.2202418327783","47.5584456219193","46.8924393117298","46.2210655242186","45.5761561899401","45.0035496389089","44.4651696014415","43.9266585875344","43.5078532759103","43.2144219702673","43.0235571195105","42.9222059658239","42.8629929909003","42.8099869080319","42.7634484589031","42.724367255447","42.6793160583209","42.6220599572964","42.550658379313","42.4692048636909","42.3484859556219","42.1713953908553","41.9608772617799","41.7480219377914","41.5330277448512","41.3204657719279","41.1107852230574","40.9072522825498","40.7136641493128","40.537616824076","40.3547874469493","40.1394446292068","39.9215934919929","",
"Europe & Central Asia (all income levels)","ECS","Rural population (% of total population)","SP.RUR.TOTL.ZS","44.6198858059021","44.0849940464105","43.5510504113565","42.9906939895038","42.4308196670862","41.8620280249803","41.296139703226","40.7469416538215","40.2169197720899","39.7166214048618","39.2244608253264","38.7525954170189","38.2926642835164","37.8432154053966","37.4028848018382","36.9942283946983","36.6090051451717","36.2195023473075","35.8258750068923","35.4717624161226","35.1650699399545","34.8220662147755","34.5034899634292","34.2006959782727","33.9079373932434","33.6257423166287","33.3491693166016","33.1111321932203","32.7551188616913","32.5507457321284","32.4055187207255","32.2841107327694","32.1961762764429","32.129814159181","32.0632427195362","31.999902859996","31.9376660103579","31.8824345078488","31.8236692967611","31.7550165352919","31.6671894872789","31.5529770550598","31.3895286624574","31.2201537495154","31.0510413966756","30.879266123614","30.7015353990282","30.5156603647797","30.3351164021014","30.1687055589147","30.0089355243893","29.8489793694614","29.6853233170647","29.5132238186476","",
"Ecuador","ECU","Rural population (% of total population)","SP.RUR.TOTL.ZS","66.122","65.534","64.94","64.394","63.878","63.36","62.838","62.314","61.785","61.256","60.722","60.187","59.648","59.108","58.543","57.637","56.724","55.809","54.889","53.966","53.039","52.112","51.182","50.342","49.562","48.785","48.007","47.231","46.454","45.682","44.91","44.291","43.774","43.26","42.746","42.234","41.723","41.215","40.709","40.204","39.701","39.201","38.882","38.684","38.486","38.289","38.093","37.896","37.7","37.505","37.31","37.115","36.912","36.702","",
"Egypt, Arab Rep.","EGY","Rural population (% of total population)","SP.RUR.TOTL.ZS","62.136","61.728","61.376","61.023","60.669","60.314","59.958","59.601","59.242","58.883","58.523","58.162","57.8","57.437","57.074","56.709","56.344","56.19","56.174","56.158","56.142","56.126","56.11","56.094","56.078","56.062","56.046","56.123","56.256","56.389","56.522","56.655","56.788","56.921","57.054","57.186","57.319","57.342","57.296","57.25","57.203","57.157","57.111","57.065","57.019","56.973","56.927","56.922","56.942","56.961","56.981","57","56.998","56.975","",
"Euro area","EMU","Rural population (% of total population)","SP.RUR.TOTL.ZS","37.6633350422831","37.1888671252128","36.6999761435143","36.1431712420306","35.5876127427445","35.0340703836898","34.4848879970922","33.9512021360894","33.4659938055753","33.0582682496273","32.6602303032028","32.2820045353418","31.9570221576066","31.6542810870931","31.3632950707158","31.1203913160965","30.9091307507436","30.6769295934584","30.4427531246774","30.2093721553778","29.9763391463735","29.7424366199875","29.5859487158434","29.4761135041369","29.4074208800247","29.3545865266969","29.2649146858804","29.2566846494054","28.935078551737","28.822752387616","28.6652600742741","28.4937314026412","28.3360082852858","28.193520254384","28.0681633628962","27.9524285310169","27.837439227927","27.7258838186807","27.6163737041407","27.4938277621018","27.3465283951738","27.1691779489228","26.9501989811009","26.725867738596","26.5063386845294","26.2870766223828","26.0545822460798","25.8145208907411","25.5771232091685","25.3417870994663","25.1066051682257","24.8719164175539","24.6422600709899","24.4211583154404","",
"Eritrea","ERI","Rural population (% of total population)","SP.RUR.TOTL.ZS","90.249","89.941","89.623","89.297","88.961","88.617","88.263","87.9","87.737","87.573","87.407","87.238","87.068","86.896","86.722","86.546","86.368","86.188","86.006","85.822","85.636","85.448","85.258","85.066","84.884","84.772","84.659","84.545","84.431","84.316","84.2","84.074","83.938","83.79","83.633","83.464","83.283","83.092","82.888","82.672","82.445","82.204","81.951","81.685","81.405","81.111","80.804","80.482","80.146","79.794","79.428","79.046","78.648","78.235","",
"Spain","ESP","Rural population (% of total population)","SP.RUR.TOTL.ZS","43.433","42.697","41.692","40.694","39.702","38.722","37.749","36.786","35.832","34.892","33.962","33.152","32.459","31.776","31.099","30.43","29.769","29.117","28.473","27.838","27.211","26.721","26.485","26.251","26.018","25.787","25.556","25.327","25.1","24.874","24.649","24.472","24.39","24.308","24.226","24.144","24.062","23.981","23.9","23.819","23.738","23.657","23.467","23.222","22.978","22.737","22.498","22.26","22.024","21.79","21.558","21.327","21.098","20.871","",
"Estonia","EST","Rural population (% of total population)","SP.RUR.TOTL.ZS","42.467","41.696","40.928","40.164","39.404","38.652","37.903","37.161","36.423","35.693","35.053","34.517","33.983","33.455","32.931","32.411","31.894","31.383","30.876","30.503","30.289","30.076","29.864","29.653","29.442","29.233","29.025","28.817","28.61","28.585","28.769","28.954","29.14","29.326","29.513","29.7","29.889","30.077","30.267","30.457","30.632","30.758","30.884","31.011","31.138","31.265","31.393","31.521","31.649","31.777","31.906","32.035","32.165","32.279","",
"Ethiopia","ETH","Rural population (% of total population)","SP.RUR.TOTL.ZS","93.567","93.35","93.126","92.896","92.658","92.413","92.16","91.9","91.74","91.578","91.412","91.244","91.072","90.898","90.721","90.54","90.356","90.17","89.98","89.786","89.59","89.39","89.187","88.98","88.768","88.547","88.321","88.091","87.857","87.62","87.379","87.133","86.884","86.63","86.373","86.173","85.994","85.814","85.631","85.447","85.26","85.073","84.882","84.69","84.496","84.3","84.101","83.884","83.49","83.09","82.681","82.265","81.84","81.41","",
"European Union","EUU","Rural population (% of total population)","SP.RUR.TOTL.ZS","38.787410917967","38.3267744435628","37.8744257434866","37.3811819425257","36.8906109392801","36.396401508382","35.9181113211407","35.473653474965","35.05910054627","34.6900174674263","34.3248053967963","33.9508243564325","33.5727403206783","33.2123442734601","32.8634643933262","32.5525946499435","32.266621347749","31.9626226511538","31.650430452588","31.3481123897898","31.06200413391","30.8127790422057","30.6436795351203","30.5027935199223","30.3859128851392","30.2785741207687","30.1474468242241","30.0681904788956","29.7862586940737","29.6522530402013","29.5041482720772","29.3311490970642","29.1859726678334","29.0865721019721","28.993398871492","28.9061542175119","28.8135259310812","28.7331317771615","28.6492273565963","28.5601617522605","28.4402825499964","28.2892074818641","28.0696993718026","27.8575514295477","27.6478287821772","27.4347844822351","27.2104048465789","26.9722350852262","26.7355658742722","26.5101857169179","26.2878289912191","26.0710885613076","25.8572990427755","25.6427573354238","",
"Fragile and conflict affected situations","FCS","Rural population (% of total population)","SP.RUR.TOTL.ZS","82.4347305205469","81.9586013655122","81.463202004775","80.9466901439274","80.4137216732772","79.8399283467842","79.2948541306934","78.7473866441861","78.1872770271007","77.6167000177337","77.042143102186","76.4886033471182","75.9432608477673","75.4214893706042","74.9957409691697","74.5728393937938","74.1423625411815","73.7115345464733","73.2896735437472","72.9368924077726","72.5927395428505","72.2464617453506","71.9081972874821","71.5161133528181","71.0673834720964","70.6075524192448","70.1473122568876","69.6845201472809","69.2612519882452","68.8539028010527","68.1658519263742","67.7599570759659","67.4013598934521","67.0868504483059","66.8644183055461","66.6191894282986","66.3550398311717","66.0519756202218","65.7345800189815","65.4011252724154","65.0692888645212","64.7202392548077","64.3762555848227","64.0514467615833","63.7216064952265","63.3638323298077","62.9921698767981","62.6044693380447","62.2082593968246","61.8096976494395","61.4132763464729","61.0197218273559","60.6224808824858","60.2211796658796","",
"Finland","FIN","Rural population (% of total population)","SP.RUR.TOTL.ZS","44.71","43.679","42.838","42.002","41.168","40.342","39.52","38.705","37.894","37.092","36.296","35.477","34.634","33.803","32.981","32.169","31.366","30.577","29.798","29.03","28.273","27.472","26.627","25.798","24.985","24.192","23.433","22.709","22","21.309","20.633","20.157","19.872","19.591","19.312","19.037","18.777","18.534","18.293","18.054","17.817","17.632","17.497","17.362","17.228","17.095","16.963","16.832","16.701","16.571","16.442","16.312","16.181","16.048","",
"Fiji","FJI","Rural population (% of total population)","SP.RUR.TOTL.ZS","70.319","69.752","69.177","68.597","68.009","67.418","66.82","66.396","66.013","65.629","65.242","64.853","64.462","64.07","63.676","63.279","62.881","62.681","62.531","62.381","62.231","62.081","61.93","61.779","61.628","61.477","61.325","60.673","59.915","59.155","58.389","57.619","56.844","56.067","55.287","54.504","53.718","53.268","52.877","52.485","52.092","51.7","51.308","50.915","50.521","50.129","49.736","49.343","48.949","48.56","48.172","47.786","47.404","47.024","",
"France","FRA","Rural population (% of total population)","SP.RUR.TOTL.ZS","38.12","37.393","36.511","35.298","34.102","32.929","31.775","30.643","29.762","29.352","28.945","28.541","28.14","27.744","27.35","27.074","27.003","26.932","26.86","26.789","26.718","26.648","26.575","26.5","26.425","26.35","26.275","26.2","26.125","26.05","25.944","25.771","25.599","25.428","25.257","25.088","24.918","24.75","24.583","24.386","24.129","23.873","23.62","23.368","23.117","22.87","22.623","22.379","22.136","21.894","21.655","21.416","21.18","20.945","",
"Faeroe Islands","FRO","Rural population (% of total population)","SP.RUR.TOTL.ZS","78.617","77.859","77.038","76.195","75.331","74.447","73.672","73.277","72.878","72.476","72.049","71.583","71.112","70.638","70.158","69.674","69.185","68.693","68.645","68.73","68.814","68.899","68.983","69.067","69.151","69.234","69.318","69.402","69.485","69.568","69.406","69.186","69.158","69.13","69.102","69.074","66.965","64.646","64.346","64.14","63.663","62.825","61.978","61.286","60.753","60.219","59.853","59.659","59.464","59.269","59.074","58.878","58.677","58.47","",
"Micronesia, Fed. Sts.","FSM","Rural population (% of total population)","SP.RUR.TOTL.ZS","77.688","77.447","77.203","76.958","76.711","76.463","76.212","75.96","75.705","75.449","75.192","74.932","74.67","74.407","74.259","74.142","74.025","73.908","73.791","73.673","73.555","73.583","73.65","73.717","73.784","73.851","73.917","73.984","74.05","74.116","74.182","74.248","74.314","74.38","74.446","74.932","75.527","76.111","76.686","77.251","77.67","77.67","77.67","77.67","77.67","77.67","77.676","77.683","77.689","77.695","77.702","77.697","77.683","77.658","",
"Gabon","GAB","Rural population (% of total population)","SP.RUR.TOTL.ZS","82.602","81.67","80.406","79.077","77.682","76.225","74.703","73.117","71.467","69.763","68","65.918","63.769","61.57","59.319","57.029","54.705","52.367","50.015","47.663","45.318","43","41.628","40.27","38.924","37.598","36.289","35","33.588","32.208","30.857","29.538","28.251","27.001","25.786","24.642","23.569","22.563","21.621","20.74","19.918","19.15","18.435","17.77","17.153","16.579","16.048","15.557","15.104","14.687","14.303","13.953","13.633","13.342","",
"United Kingdom","GBR","Rural population (% of total population)","SP.RUR.TOTL.ZS","21.556","21.626","21.763","21.901","22.04","22.179","22.318","22.459","22.6","22.741","22.883","22.97","22.805","22.642","22.479","22.317","22.156","21.995","21.836","21.677","21.519","21.412","21.461","21.511","21.56","21.61","21.66","21.71","21.76","21.81","21.86","21.888","21.828","21.768","21.707","21.647","21.587","21.528","21.468","21.409","21.349","21.249","20.953","20.661","20.371","20.085","19.801","19.521","19.243","18.969","18.698","18.43","18.166","17.908","",
"Georgia","GEO","Rural population (% of total population)","SP.RUR.TOTL.ZS","56.931","56.441","55.949","55.456","54.961","54.466","53.97","53.473","52.975","52.478","51.994","51.526","51.058","50.591","50.124","49.656","49.188","48.721","48.253","47.844","47.503","47.164","46.824","46.484","46.145","45.806","45.468","45.13","44.792","44.723","44.962","45.201","45.441","45.68","45.92","46.159","46.4","46.64","46.88","47.121","47.362","47.602","47.707","47.648","47.589","47.53","47.475","47.425","47.375","47.277","47.131","46.984","46.838","46.691","",
"Ghana","GHA","Rural population (% of total population)","SP.RUR.TOTL.ZS","76.748","76.203","75.648","75.085","74.512","73.933","73.344","72.746","72.14","71.527","71.042","70.826","70.608","70.39","70.171","69.951","69.73","69.508","69.286","69.062","68.837","68.612","68.386","68.158","67.791","67.104","66.409","65.707","64.996","64.281","63.559","62.83","62.095","61.356","60.61","59.86","59.104","58.346","57.582","56.816","56.071","55.399","54.725","54.049","53.37","52.692","52.012","51.331","50.649","49.969","49.287","48.606","47.931","47.265","",
"Guinea","GIN","Rural population (% of total population)","SP.RUR.TOTL.ZS","89.528","89.064","88.582","88.081","87.561","87.022","86.463","85.884","85.284","84.664","84.023","83.359","82.673","81.967","81.237","80.485","79.709","78.913","78.093","77.25","76.383","75.497","74.586","73.928","73.654","73.379","73.102","72.822","72.541","72.259","71.974","71.688","71.399","71.11","70.818","70.525","70.23","69.933","69.626","69.31","68.983","68.645","68.298","67.94","67.572","67.193","66.804","66.404","65.995","65.574","65.144","64.703","64.252","63.791","",
"Gambia, The","GMB","Rural population (% of total population)","SP.RUR.TOTL.ZS","87.871","87.669","87.465","87.138","86.323","85.467","84.567","83.621","82.627","81.59","80.504","79.37","78.186","77.059","76.325","75.574","74.807","74.026","73.228","72.415","71.586","70.744","69.887","68.992","67.993","66.981","65.951","64.906","63.845","62.774","61.688","60.59","59.48","58.414","57.528","56.638","55.742","54.845","53.943","53.039","52.132","51.225","50.317","49.408","48.521","47.658","46.818","46.003","45.211","44.445","43.703","42.986","42.294","41.627","",
"Guinea-Bissau","GNB","Rural population (% of total population)","SP.RUR.TOTL.ZS","86.4","86.253","86.105","85.955","85.803","85.651","85.497","85.342","85.185","85.028","84.868","84.707","84.545","84.382","84.217","84.05","83.882","83.713","83.543","83.257","82.395","81.501","80.57","79.605","78.603","77.569","76.498","75.392","74.25","73.077","71.869","70.629","69.665","68.909","68.143","67.367","66.58","65.785","64.981","64.168","63.346","62.518","61.682","60.838","59.987","59.133","58.271","57.404","56.532","55.658","54.779","53.919","53.076","52.253","",
"Equatorial Guinea","GNQ","Rural population (% of total population)","SP.RUR.TOTL.ZS","74.463","73.856","73.766","73.677","73.587","73.498","73.408","73.318","73.227","73.137","73.046","72.955","72.864","72.773","72.681","72.59","72.498","72.406","72.313","72.221","72.128","72.035","71.942","71.849","70.972","70.06","69.129","68.183","67.22","66.245","65.255","64.252","63.234","62.208","61.169","61.166","61.171","61.177","61.183","61.189","61.194","61.2","61.206","61.198","61.178","61.144","61.097","61.037","60.963","60.877","60.777","60.663","60.537","60.397","",
"Greece","GRC","Rural population (% of total population)","SP.RUR.TOTL.ZS","44.064","43.547","42.66","41.778","40.901","40.031","39.167","38.309","37.457","36.615","35.78","35.049","34.546","34.048","33.552","33.06","32.571","32.088","31.607","31.13","30.657","30.254","30.06","29.866","29.673","29.482","29.291","29.1","28.91","28.721","28.533","28.365","28.243","28.122","28.002","27.881","27.761","27.642","27.522","27.403","27.284","27.087","26.697","26.311","25.927","25.548","25.173","24.801","24.432","24.068","23.708","23.351","23","22.657","",
"Grenada","GRD","Rural population (% of total population)","SP.RUR.TOTL.ZS","69.668","69.481","69.293","69.105","68.915","68.726","68.535","68.344","68.152","67.96","67.788","67.718","67.647","67.576","67.505","67.435","67.364","67.293","67.222","67.15","67.079","67.012","66.963","66.914","66.865","66.817","66.768","66.719","66.67","66.621","66.572","66.494","66.235","65.975","65.714","65.452","65.189","64.926","64.661","64.396","64.129","63.895","63.942","63.989","64.037","64.084","64.131","64.178","64.225","64.272","64.319","64.366","64.399","64.417","",
"Greenland","GRL","Rural population (% of total population)","SP.RUR.TOTL.ZS","41.466","40.194","38.594","37.017","35.466","33.95","32.509","31.147","29.814","28.519","27.256","26.567","26.325","26.086","25.848","25.611","25.375","25.034","24.645","24.26","23.879","23.503","23.131","22.763","22.398","22.039","21.683","21.332","20.984","20.641","20.302","19.967","19.699","19.497","19.297","19.098","18.9","18.774","18.649","18.524","18.4","18.151","17.905","17.662","17.42","17.142","16.828","16.518","16.213","15.913","15.617","15.245","14.8","14.367","",
"Guatemala","GTM","Rural population (% of total population)","SP.RUR.TOTL.ZS","68.879","68.232","67.576","66.914","66.318","66.011","65.702","65.392","65.081","64.768","64.455","64.139","63.823","63.554","63.418","63.282","63.146","63.01","62.873","62.737","62.599","62.395","62.01","61.624","61.236","60.848","60.457","60.066","59.672","59.279","58.883","58.487","58.088","57.69","57.29","56.89","56.488","56.086","55.682","55.278","54.873","54.468","54.063","53.656","53.244","52.828","52.407","51.981","51.551","51.116","50.677","50.235","49.788","49.339","",
"Guam","GUM","Rural population (% of total population)","SP.RUR.TOTL.ZS","49.853","48.77","47.686","46.604","45.525","44.452","43.383","42.32","41.262","40.216","38.08","32.847","28.001","23.629","19.748","16.368","13.466","11.017","8.964","7.26300000000001","6.247","6.509","6.78100000000001","7.063","7.357","7.661","7.977","8.30500000000001","8.646","8.998","9.20399999999999","8.93899999999999","8.68000000000001","8.429","8.184","7.94499999999999","7.71299999999999","7.48699999999999","7.267","7.054","6.871","6.767","6.666","6.565","6.46599999999999","6.369","6.273","6.178","6.084","5.992","5.901","5.813","5.727","5.64400000000001","",
"Guyana","GUY","Rural population (% of total population)","SP.RUR.TOTL.ZS","70.991","70.951","70.911","70.871","70.831","70.791","70.751","70.711","70.671","70.631","70.575","70.467","70.359","70.25","70.142","70.033","69.924","69.814","69.705","69.595","69.512","69.604","69.695","69.785","69.876","69.967","70.057","70.147","70.237","70.327","70.417","70.507","70.596","70.685","70.774","70.863","70.952","71.041","71.129","71.218","71.306","71.394","71.482","71.569","71.642","71.699","71.742","71.769","71.782","71.779","71.761","71.729","71.681","71.618","",
"High income","HIC","Rural population (% of total population)","SP.RUR.TOTL.ZS","37.4931791229287","36.9334784408036","36.3719817128722","35.7948034795256","35.218196331065","34.6437298697342","34.0740591164252","33.4993976881485","32.9380022828656","32.3944601160056","31.8715321503238","31.413799498313","30.9851484494729","30.5696946581926","30.1527982028396","29.7578646720912","29.4301480309138","29.1111497034406","28.7924536841106","28.4948252185367","28.2171669731069","27.909961011409","27.6339115844846","27.3772267474751","27.1332155680938","26.8941692956123","26.6284856290648","26.3829387007116","26.059267035345","25.8343892197388","25.624243414723","25.386190668832","25.2013660480531","24.9857694984172","24.773167897697","24.5345846172302","24.334776040565","24.1485260047475","23.9586804587565","23.7693406275591","23.5750351034097","23.2814834379431","22.9432978964128","22.6197521522633","22.3043101799693","21.9989041005743","21.7192229757713","21.4529211122668","21.1928836107481","20.9437692885721","20.7058985638561","20.47461097497","20.2473475078719","20.0352502192475","",
"Hong Kong SAR, China","HKG","Rural population (% of total population)","SP.RUR.TOTL.ZS","14.8","14.707","14.418","14.133","13.853","13.578","13.308","13.042","12.78","12.524","12.271","11.961","11.526","11.106","10.699","10.305","9.923","9.55500000000001","9.199","8.855","8.52200000000001","8.206","7.91","7.624","7.34699999999999","7.08","5.752","3.14","1.691","0.906000000000006","0.483000000000004","0.168000000000006","0.0210000000000008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Honduras","HND","Rural population (% of total population)","SP.RUR.TOTL.ZS","77.253","76.682","76.1","75.509","74.906","74.296","73.675","73.045","72.404","71.756","71.098","70.431","69.754","69.07","68.429","67.89","67.347","66.8","66.248","65.691","65.13","64.565","63.996","63.423","62.845","62.265","61.681","61.093","60.519","60.031","59.54","59.047","58.552","58.057","57.559","57.059","56.558","56.056","55.553","55.048","54.542","54.036","53.407","52.767","52.125","51.484","50.842","50.2","49.562","48.93","48.304","47.684","47.07","46.463","",
"Heavily indebted poor countries (HIPC)","HPC","Rural population (% of total population)","SP.RUR.TOTL.ZS","87.8087411756756","87.4600682434075","87.0999745993772","86.7241449884699","86.3249096405489","85.912932492297","85.5080234206871","85.090439415686","84.6601406810834","84.2145126881342","83.7841854056982","83.3420042955694","82.8946689349625","82.4417665796199","81.9923483871452","81.5269780152677","81.0418791247581","80.5550634835306","80.0583747625641","79.6415959542191","79.2401669556024","78.8486387129937","78.4537608437943","78.0281775806723","77.5678632284534","77.0748060814213","76.5936264981741","76.125516146408","75.6643297270007","75.2159667893171","74.7542372676211","74.3289682522914","73.9208962794025","73.540414061866","73.2304591983427","72.9371108878032","72.6561753824528","72.3661346844049","72.0896214102335","71.8087135799129","71.5216503325852","71.202985966456","70.873507840102","70.52290126691","70.16396935553","69.7906615334495","69.4116550825369","69.0224339657388","68.6038569202962","68.1802072374108","67.7504940807552","67.3154968828674","66.8748389024559","66.4297572543007","",
"Croatia","HRV","Rural population (% of total population)","SP.RUR.TOTL.ZS","69.846","68.96","67.999","67.021","66.028","65.023","64.003","62.97","61.924","60.87","59.804","58.758","57.794","56.827","55.853","54.874","53.891","52.907","51.919","50.93","49.939","49.112","48.761","48.41","48.059","47.709","47.359","47.009","46.659","46.31","45.961","45.665","45.525","45.386","45.247","45.108","44.969","44.83","44.691","44.552","44.413","44.275","44.124","43.96","43.783","43.594","43.392","43.178","42.952","42.713","42.463","42.2","41.926","41.641","",
"Haiti","HTI","Rural population (% of total population)","SP.RUR.TOTL.ZS","84.407","84.025","83.635","83.238","82.832","82.42","81.999","81.571","81.134","80.69","80.238","79.778","79.677","79.65","79.623","79.596","79.569","79.541","79.514","79.487","79.459","79.432","79.405","78.64","77.703","76.739","75.745","74.723","73.671","72.595","71.49","70.359","69.2","68.61","68.013","67.41","66.8","66.208","65.611","65.008","64.4","62.749","61.065","59.355","57.619","55.916","54.244","52.61","51.02","49.477","47.984","46.544","45.159","43.832","",
